time_millisec,led41,led42,led43,led44,led45,led46,led47,led48,led49,label,time counter
10670,-275,1001,1898,234,798,2494,-103,1533,3082,1,
10680,-270,1004,1895,247,791,2497,-103,1532,3067,1,
10690,-265,1007,1892,260,784,2500,-103,1531,3052,1,
10700,-260,1010,1889,273,777,2503,-103,1530,3037,1,
10710,-255,1013,1886,286,770,2506,-103,1529,3022,1,
10720,-250,1016,1883,299,763,2509,-103,1528,3007,1,
10730,-245,1019,1880,312,756,2512,-103,1527,2992,1,
10740,-240,1022,1877,325,749,2515,-103,1526,2977,1,
10750,-235,1025,1874,338,742,2518,-103,1525,2962,1,
10760,-230,1028,1871,351,735,2521,-103,1524,2947,1,
10770,-225,1031,1868,364,728,2524,-103,1523,2932,1,
10780,-220,1034,1865,377,721,2527,-103,1522,2917,1,
10790,-215,1037,1862,390,714,2530,-103,1521,2902,1,
10800,-210,1040,1859,403,707,2533,-103,1520,2887,1,
10810,-205,1043,1856,416,700,2536,-103,1519,2872,1,
10820,-200,1046,1853,429,693,2539,-103,1518,2857,1,
10830,-195,1049,1850,442,686,2542,-103,1517,2842,1,
10840,-190,1052,1847,455,679,2545,-103,1516,2827,1,
10850,-185,1055,1844,468,672,2548,-103,1515,2812,1,
10860,-180,1058,1841,481,665,2551,-103,1514,2797,1,
10870,-175,1061,1838,494,658,2554,-103,1513,2782,1,
10880,-170,1064,1835,507,651,2557,-103,1512,2767,1,
10890,-165,1067,1832,520,644,2560,-103,1511,2752,1,
10900,-160,1070,1829,533,637,2563,-103,1510,2737,1,
10910,-155,1073,1826,546,630,2566,-103,1509,2722,1,
10920,-139,1091,1848,662,670,2648,-51,1565,2781,1,
10930,-139,1086,1843,654,674,2644,-56,1569,2794,1,
10940,-139,1081,1838,646,678,2640,-61,1573,2807,1,
10950,-139,1076,1833,638,682,2636,-66,1577,2820,1,
10960,-139,1071,1828,630,686,2632,-71,1581,2833,1,
10970,-139,1066,1823,622,690,2628,-76,1585,2846,1,
10980,-139,1061,1818,614,694,2624,-81,1589,2859,1,
10990,-139,1056,1813,606,698,2620,-86,1593,2872,1,
11000,-139,1051,1808,598,702,2616,-91,1597,2885,1,
11010,-139,1046,1803,590,706,2612,-96,1601,2898,3,11014
11020,-139,1041,1798,582,710,2608,-101,1605,2911,3,
11030,-139,1036,1793,574,714,2604,-106,1609,2924,3,
11040,-139,1031,1788,566,718,2600,-111,1613,2937,3,
11050,-139,1026,1783,558,722,2596,-116,1617,2950,3,
11060,-139,1021,1778,550,726,2592,-121,1621,2963,3,
11070,-139,1016,1773,542,730,2588,-126,1625,2976,3,
11080,-139,1011,1768,534,734,2584,-131,1629,2989,3,
11090,-139,1006,1763,526,738,2580,-136,1633,3002,3,
11100,-139,1001,1758,518,742,2576,-141,1637,3015,3,
11110,-139,996,1753,510,746,2572,-146,1641,3028,3,
11120,-139,991,1748,502,750,2568,-151,1645,3041,3,
11130,-139,986,1743,494,754,2564,-156,1649,3054,3,
11140,-139,981,1738,486,758,2560,-161,1653,3067,3,
11150,-139,976,1733,478,762,2556,-166,1657,3080,3,
11160,-139,971,1728,470,766,2552,-171,1661,3093,3,
11170,-139,966,1723,462,770,2548,-176,1665,3106,3,
11180,-139,961,1718,454,774,2544,-181,1669,3119,3,
11190,-139,956,1713,446,778,2540,-186,1673,3132,3,
11200,-139,951,1708,438,782,2536,-191,1677,3145,3,
11210,-139,946,1703,430,786,2532,-196,1681,3158,3,
11220,-139,941,1698,422,790,2528,-201,1685,3171,3,
11230,-139,936,1693,414,794,2524,-206,1689,3184,3,
11240,-139,931,1688,406,798,2520,-211,1693,3197,3,
11250,-139,926,1683,398,802,2516,-216,1697,3210,3,
11260,-139,921,1678,390,806,2512,-221,1701,3223,3,
11270,-139,916,1673,382,810,2508,-226,1705,3236,3,
11280,-139,911,1668,374,814,2504,-231,1709,3249,3,
11290,-139,906,1663,366,818,2500,-236,1713,3262,3,
11300,-139,901,1658,358,822,2496,-241,1717,3275,3,
11310,-139,896,1653,350,826,2492,-246,1721,3288,3,
11320,-139,891,1648,342,830,2488,-251,1725,3301,3,
11330,-139,886,1643,334,834,2484,-256,1729,3314,3,
11340,-139,881,1638,326,838,2480,-261,1733,3327,3,
11350,-139,876,1633,318,842,2476,-266,1737,3340,3,
11360,-139,871,1628,310,846,2472,-271,1741,3353,3,
11370,-139,866,1623,302,850,2468,-276,1745,3366,3,
11380,-139,861,1618,294,854,2464,-281,1749,3379,3,
11390,-139,856,1613,286,858,2460,-286,1753,3392,3,
11400,-139,851,1608,278,862,2456,-291,1757,3405,3,
11410,-139,846,1603,270,866,2452,-296,1761,3418,3,
11420,-139,841,1598,262,870,2448,-301,1765,3431,3,
11430,-139,836,1593,254,874,2444,-306,1769,3444,3,
11440,-139,831,1588,246,878,2440,-311,1773,3457,3,
11450,-139,826,1583,238,882,2436,-316,1777,3470,3,
11460,-139,821,1578,230,886,2432,-321,1781,3483,3,
11470,-139,816,1573,222,890,2428,-326,1785,3496,3,
11480,-139,811,1568,214,894,2424,-331,1789,3509,3,
11490,-139,806,1563,206,898,2420,-336,1793,3522,3,
11500,-139,801,1558,198,902,2416,-341,1797,3535,3,
11510,-139,796,1553,190,906,2412,-346,1801,3548,3,
11520,-139,791,1548,182,910,2408,-351,1805,3561,3,
11530,-139,786,1543,174,914,2404,-356,1809,3574,3,
11540,-139,781,1538,166,918,2400,-361,1813,3587,3,
11550,-139,776,1533,158,922,2396,-366,1817,3600,3,
11560,-139,771,1528,150,926,2392,-371,1821,3613,3,
11570,-139,766,1523,142,930,2388,-376,1825,3626,3,
11580,-139,761,1518,134,934,2384,-381,1829,3639,3,
11590,-139,756,1513,126,938,2380,-386,1833,3652,3,
11600,-139,751,1508,118,942,2376,-391,1837,3665,3,
11610,-139,746,1503,110,946,2372,-396,1841,3678,3,
11620,-139,741,1498,102,950,2368,-401,1845,3691,3,
11630,-139,736,1493,94,954,2364,-406,1849,3704,3,
11640,-139,731,1488,86,958,2360,-411,1853,3717,3,
11650,-139,726,1483,78,962,2356,-416,1857,3730,3,
11660,-139,721,1478,70,966,2352,-421,1861,3743,3,
11670,-139,716,1473,62,970,2348,-426,1865,3756,3,
11680,-139,711,1468,54,974,2344,-431,1869,3769,3,
11690,-139,706,1463,46,978,2340,-436,1873,3782,3,
11700,-139,701,1458,38,982,2336,-441,1877,3795,3,
11710,-139,696,1453,30,986,2332,-446,1881,3808,3,
11720,-139,691,1448,22,990,2328,-451,1885,3821,3,
11730,-139,686,1443,14,994,2324,-456,1889,3834,3,
11740,-139,681,1438,6,998,2320,-461,1893,3847,3,
11750,-139,676,1433,-2,1002,2316,-466,1897,3860,3,
11760,-139,671,1428,-10,1006,2312,-471,1901,3873,3,
11770,-139,666,1423,-18,1010,2308,-476,1905,3886,3,
11780,-139,661,1418,-26,1014,2304,-481,1909,3899,3,
11790,-139,656,1413,-34,1018,2300,-486,1913,3912,3,
11800,-139,651,1408,-42,1022,2296,-491,1917,3925,3,
11810,-139,646,1403,-50,1026,2292,-496,1921,3938,3,
11820,-139,641,1398,-58,1030,2288,-501,1925,3951,3,
11830,-139,636,1393,-66,1034,2284,-506,1929,3964,3,
11840,-139,631,1388,-74,1038,2280,-511,1933,3977,3,
11850,-139,626,1383,-82,1042,2276,-516,1937,3990,3,
11860,-139,621,1378,-90,1046,2272,-521,1941,4003,3,
11870,-139,616,1373,-98,1050,2268,-526,1945,4016,3,
11880,-139,611,1368,-106,1054,2264,-531,1949,4029,3,
11890,-139,606,1363,-114,1058,2260,-536,1953,4042,3,
11900,-139,601,1358,-122,1062,2256,-541,1957,4055,3,
11910,-70,677,1405,-41,1095,2271,-518,1983,4175,3,
11920,-77,667,1414,-46,1101,2276,-517,1980,4166,3,
11930,-84,657,1423,-51,1107,2281,-516,1977,4157,3,
11940,-91,647,1432,-56,1113,2286,-515,1974,4148,3,
11950,-98,637,1441,-61,1119,2291,-514,1971,4139,3,
11960,-105,627,1450,-66,1125,2296,-513,1968,4130,3,
11970,-112,617,1459,-71,1131,2301,-512,1965,4121,3,
11980,-119,607,1468,-76,1137,2306,-511,1962,4112,3,
11990,-126,597,1477,-81,1143,2311,-510,1959,4103,3,
12000,-133,587,1486,-86,1149,2316,-509,1956,4094,3,
12010,-140,577,1495,-91,1155,2321,-508,1953,4085,3,
12020,-147,567,1504,-96,1161,2326,-507,1950,4076,3,
12030,-154,557,1513,-101,1167,2331,-506,1947,4067,3,
12040,-161,547,1522,-106,1173,2336,-505,1944,4058,3,
12050,-168,537,1531,-111,1179,2341,-504,1941,4049,3,
12060,-175,527,1540,-116,1185,2346,-503,1938,4040,3,
12070,-182,517,1549,-121,1191,2351,-502,1935,4031,3,
12080,-189,507,1558,-126,1197,2356,-501,1932,4022,3,
12090,-196,497,1567,-131,1203,2361,-500,1929,4013,3,
12100,-203,487,1576,-136,1209,2366,-499,1926,4004,3,
12110,-210,477,1585,-141,1215,2371,-498,1923,3995,3,
12120,-217,467,1594,-146,1221,2376,-497,1920,3986,3,
12130,-224,457,1603,-151,1227,2381,-496,1917,3977,3,
12140,-231,447,1612,-156,1233,2386,-495,1914,3968,3,
12150,-238,437,1621,-161,1239,2391,-494,1911,3959,3,
12160,-245,427,1630,-166,1245,2396,-493,1908,3950,3,
12170,-252,417,1639,-171,1251,2401,-492,1905,3941,3,
12180,-259,407,1648,-176,1257,2406,-491,1902,3932,3,
12190,-266,397,1657,-181,1263,2411,-490,1899,3923,3,
12200,-273,387,1666,-186,1269,2416,-489,1896,3914,3,
12210,-280,377,1675,-191,1275,2421,-488,1893,3905,3,
12220,-287,367,1684,-196,1281,2426,-487,1890,3896,3,
12230,-294,357,1693,-201,1287,2431,-486,1887,3887,3,
12240,-301,347,1702,-206,1293,2436,-485,1884,3878,3,
12250,-308,337,1711,-211,1299,2441,-484,1881,3869,3,
12260,-315,327,1720,-216,1305,2446,-483,1878,3860,3,
12270,-322,317,1729,-221,1311,2451,-482,1875,3851,3,
12280,-329,307,1738,-226,1317,2456,-481,1872,3842,3,
12290,-336,297,1747,-231,1323,2461,-480,1869,3833,3,
12300,-343,287,1756,-236,1329,2466,-479,1866,3824,3,
12310,-350,277,1765,-241,1335,2471,-478,1863,3815,3,
12320,-357,267,1774,-246,1341,2476,-477,1860,3806,3,
12330,-364,257,1783,-251,1347,2481,-476,1857,3797,3,
12340,-371,247,1792,-256,1353,2486,-475,1854,3788,3,
12350,-378,237,1801,-261,1359,2491,-474,1851,3779,3,
12360,-385,227,1810,-266,1365,2496,-473,1848,3770,3,
12370,-392,217,1819,-271,1371,2501,-472,1845,3761,3,
12380,-399,207,1828,-276,1377,2506,-471,1842,3752,3,
12390,-406,197,1837,-281,1383,2511,-470,1839,3743,3,
12400,-413,187,1846,-286,1389,2516,-469,1836,3734,3,
12410,-420,177,1855,-291,1395,2521,-468,1833,3725,3,
12420,-427,167,1864,-296,1401,2526,-467,1830,3716,3,
12430,-434,157,1873,-301,1407,2531,-466,1827,3707,3,
12440,-441,147,1882,-306,1413,2536,-465,1824,3698,3,
12450,-448,137,1891,-311,1419,2541,-464,1821,3689,3,
12460,-455,127,1900,-316,1425,2546,-463,1818,3680,3,
12470,-462,117,1909,-321,1431,2551,-462,1815,3671,3,
12480,-469,107,1918,-326,1437,2556,-461,1812,3662,3,
12490,-476,97,1927,-331,1443,2561,-460,1809,3653,3,
12500,-483,87,1936,-336,1449,2566,-459,1806,3644,3,
12510,-490,77,1945,-341,1455,2571,-458,1803,3635,3,
12520,-497,67,1954,-346,1461,2576,-457,1800,3626,3,
12530,-504,57,1963,-351,1467,2581,-456,1797,3617,3,
12540,-511,47,1972,-356,1473,2586,-455,1794,3608,3,
12550,-518,37,1981,-361,1479,2591,-454,1791,3599,3,
12560,-525,27,1990,-366,1485,2596,-453,1788,3590,3,
12570,-532,17,1999,-371,1491,2601,-452,1785,3581,3,
12580,-539,7,2008,-376,1497,2606,-451,1782,3572,3,
12590,-546,-3,2017,-381,1503,2611,-450,1779,3563,3,
12600,-553,-13,2026,-386,1509,2616,-449,1776,3554,3,
12610,-560,-23,2035,-391,1515,2621,-448,1773,3545,3,
12620,-567,-33,2044,-396,1521,2626,-447,1770,3536,3,
12630,-574,-43,2053,-401,1527,2631,-446,1767,3527,3,
12640,-581,-53,2062,-406,1533,2636,-445,1764,3518,3,
12650,-588,-63,2071,-411,1539,2641,-444,1761,3509,3,
12660,-595,-73,2080,-416,1545,2646,-443,1758,3500,3,
12670,-602,-83,2089,-421,1551,2651,-442,1755,3491,3,
12680,-609,-93,2098,-426,1557,2656,-441,1752,3482,3,
12690,-616,-103,2107,-431,1563,2661,-440,1749,3473,3,
12700,-623,-113,2116,-436,1569,2666,-439,1746,3464,3,
12710,-630,-123,2125,-441,1575,2671,-438,1743,3455,3,
12720,-637,-133,2134,-446,1581,2676,-437,1740,3446,3,
12730,-644,-143,2143,-451,1587,2681,-436,1737,3437,3,
12740,-651,-153,2152,-456,1593,2686,-435,1734,3428,3,
12750,-658,-163,2161,-461,1599,2691,-434,1731,3419,3,
12760,-665,-173,2170,-466,1605,2696,-433,1728,3410,3,
12770,-672,-183,2179,-471,1611,2701,-432,1725,3401,3,
12780,-679,-193,2188,-476,1617,2706,-431,1722,3392,3,
12790,-686,-203,2197,-481,1623,2711,-430,1719,3383,3,
12800,-693,-213,2206,-486,1629,2716,-429,1716,3374,3,
12810,-700,-223,2215,-491,1635,2721,-428,1713,3365,3,
12820,-707,-233,2224,-496,1641,2726,-427,1710,3356,3,
12830,-714,-243,2233,-501,1647,2731,-426,1707,3347,3,
12840,-721,-253,2242,-506,1653,2736,-425,1704,3338,3,
12850,-728,-263,2251,-511,1659,2741,-424,1701,3329,3,
12860,-735,-273,2260,-516,1665,2746,-423,1698,3320,3,
12870,-742,-283,2269,-521,1671,2751,-422,1695,3311,3,
12880,-749,-293,2278,-526,1677,2756,-421,1692,3302,3,
12890,-756,-303,2287,-531,1683,2761,-420,1689,3293,3,
12900,-682,-262,2372,-480,1773,2856,-322,1768,3323,3,
12910,-678,-249,2365,-485,1769,2852,-311,1769,3330,3,
12920,-674,-236,2358,-490,1765,2848,-300,1770,3337,3,
12930,-670,-223,2351,-495,1761,2844,-289,1771,3344,3,
12940,-666,-210,2344,-500,1757,2840,-278,1772,3351,3,
12950,-662,-197,2337,-505,1753,2836,-267,1773,3358,3,
12960,-658,-184,2330,-510,1749,2832,-256,1774,3365,3,
12970,-654,-171,2323,-515,1745,2828,-245,1775,3372,3,
12980,-650,-158,2316,-520,1741,2824,-234,1776,3379,3,
12990,-646,-145,2309,-525,1737,2820,-223,1777,3386,3,
13000,-642,-132,2302,-530,1733,2816,-212,1778,3393,3,
13010,-638,-119,2295,-535,1729,2812,-201,1779,3400,3,
13020,-634,-106,2288,-540,1725,2808,-190,1780,3407,3,
13030,-630,-93,2281,-545,1721,2804,-179,1781,3414,3,
13040,-626,-80,2274,-550,1717,2800,-168,1782,3421,3,
13050,-622,-67,2267,-555,1713,2796,-157,1783,3428,3,
13060,-618,-54,2260,-560,1709,2792,-146,1784,3435,3,
13070,-614,-41,2253,-565,1705,2788,-135,1785,3442,3,
13080,-610,-28,2246,-570,1701,2784,-124,1786,3449,3,
13090,-606,-15,2239,-575,1697,2780,-113,1787,3456,3,
13100,-602,-2,2232,-580,1693,2776,-102,1788,3463,3,
13110,-598,11,2225,-585,1689,2772,-91,1789,3470,3,
13120,-594,24,2218,-590,1685,2768,-80,1790,3477,3,
13130,-590,37,2211,-595,1681,2764,-69,1791,3484,3,
13140,-586,50,2204,-600,1677,2760,-58,1792,3491,3,
13150,-582,63,2197,-605,1673,2756,-47,1793,3498,3,
13160,-578,76,2190,-610,1669,2752,-36,1794,3505,3,
13170,-574,89,2183,-615,1665,2748,-25,1795,3512,3,
13180,-570,102,2176,-620,1661,2744,-14,1796,3519,3,
13190,-566,115,2169,-625,1657,2740,-3,1797,3526,3,
13200,-562,128,2162,-630,1653,2736,8,1798,3533,3,
13210,-558,141,2155,-635,1649,2732,19,1799,3540,3,
13220,-554,154,2148,-640,1645,2728,30,1800,3547,3,
13230,-550,167,2141,-645,1641,2724,41,1801,3554,3,
13240,-546,180,2134,-650,1637,2720,52,1802,3561,3,
13250,-542,193,2127,-655,1633,2716,63,1803,3568,3,
13260,-538,206,2120,-660,1629,2712,74,1804,3575,3,
13270,-534,219,2113,-665,1625,2708,85,1805,3582,3,
13280,-530,232,2106,-670,1621,2704,96,1806,3589,3,
13290,-526,245,2099,-675,1617,2700,107,1807,3596,3,
13300,-522,258,2092,-680,1613,2696,118,1808,3603,3,
13310,-518,271,2085,-685,1609,2692,129,1809,3610,3,
13320,-514,284,2078,-690,1605,2688,140,1810,3617,3,
13330,-510,297,2071,-695,1601,2684,151,1811,3624,3,
13340,-506,310,2064,-700,1597,2680,162,1812,3631,3,
13350,-502,323,2057,-705,1593,2676,173,1813,3638,3,
13360,-498,336,2050,-710,1589,2672,184,1814,3645,3,
13370,-494,349,2043,-715,1585,2668,195,1815,3652,3,
13380,-490,362,2036,-720,1581,2664,206,1816,3659,3,
13390,-486,375,2029,-725,1577,2660,217,1817,3666,3,
13400,-482,388,2022,-730,1573,2656,228,1818,3673,3,
13410,-478,401,2015,-735,1569,2652,239,1819,3680,3,
13420,-474,414,2008,-740,1565,2648,250,1820,3687,3,
13430,-470,427,2001,-745,1561,2644,261,1821,3694,3,
13440,-466,440,1994,-750,1557,2640,272,1822,3701,3,
13450,-462,453,1987,-755,1553,2636,283,1823,3708,3,
13460,-458,466,1980,-760,1549,2632,294,1824,3715,3,
13470,-454,479,1973,-765,1545,2628,305,1825,3722,3,
13480,-450,492,1966,-770,1541,2624,316,1826,3729,3,
13490,-446,505,1959,-775,1537,2620,327,1827,3736,3,
13500,-442,518,1952,-780,1533,2616,338,1828,3743,3,
13510,-438,531,1945,-785,1529,2612,349,1829,3750,3,
13520,-434,544,1938,-790,1525,2608,360,1830,3757,3,
13530,-430,557,1931,-795,1521,2604,371,1831,3764,3,
13540,-426,570,1924,-800,1517,2600,382,1832,3771,3,
13550,-422,583,1917,-805,1513,2596,393,1833,3778,3,
13560,-418,596,1910,-810,1509,2592,404,1834,3785,3,
13570,-414,609,1903,-815,1505,2588,415,1835,3792,3,
13580,-410,622,1896,-820,1501,2584,426,1836,3799,3,
13590,-406,635,1889,-825,1497,2580,437,1837,3806,3,
13600,-402,648,1882,-830,1493,2576,448,1838,3813,3,
13610,-398,661,1875,-835,1489,2572,459,1839,3820,3,
13620,-394,674,1868,-840,1485,2568,470,1840,3827,3,
13630,-390,687,1861,-845,1481,2564,481,1841,3834,3,
13640,-386,700,1854,-850,1477,2560,492,1842,3841,3,
13650,-382,713,1847,-855,1473,2556,503,1843,3848,3,
13660,-378,726,1840,-860,1469,2552,514,1844,3855,3,
13670,-374,739,1833,-865,1465,2548,525,1845,3862,3,
13680,-370,752,1826,-870,1461,2544,536,1846,3869,3,
13690,-366,765,1819,-875,1457,2540,547,1847,3876,3,
13700,-362,778,1812,-880,1453,2536,558,1848,3883,3,
13710,-358,791,1805,-885,1449,2532,569,1849,3890,3,
13720,-354,804,1798,-890,1445,2528,580,1850,3897,3,
13730,-350,817,1791,-895,1441,2524,591,1851,3904,3,
13740,-346,830,1784,-900,1437,2520,602,1852,3911,3,
13750,-342,843,1777,-905,1433,2516,613,1853,3918,3,
13760,-338,856,1770,-910,1429,2512,624,1854,3925,3,
13770,-334,869,1763,-915,1425,2508,635,1855,3932,3,
13780,-330,882,1756,-920,1421,2504,646,1856,3939,3,
13790,-326,895,1749,-925,1417,2500,657,1857,3946,3,
13800,-322,908,1742,-930,1413,2496,668,1858,3953,3,
13810,-318,921,1735,-935,1409,2492,679,1859,3960,3,
13820,-314,934,1728,-940,1405,2488,690,1860,3967,3,
13830,-310,947,1721,-945,1401,2484,701,1861,3974,3,
13840,-306,960,1714,-950,1397,2480,712,1862,3981,3,
13850,-302,973,1707,-955,1393,2476,723,1863,3988,3,
13860,-298,986,1700,-960,1389,2472,734,1864,3995,3,
13870,-294,999,1693,-965,1385,2468,745,1865,4002,3,
13880,-290,1012,1686,-970,1381,2464,756,1866,4009,3,
13890,-247,1108,1764,-895,1461,2464,850,1952,4029,3,
13900,-259,1105,1758,-882,1453,2467,851,1943,4016,3,
13910,-271,1102,1752,-869,1445,2470,852,1934,4003,3,
13920,-283,1099,1746,-856,1437,2473,853,1925,3990,3,
13930,-295,1096,1740,-843,1429,2476,854,1916,3977,3,
13940,-307,1093,1734,-830,1421,2479,855,1907,3964,3,
13950,-319,1090,1728,-817,1413,2482,856,1898,3951,3,
13960,-331,1087,1722,-804,1405,2485,857,1889,3938,3,
13970,-343,1084,1716,-791,1397,2488,858,1880,3925,3,
13980,-355,1081,1710,-778,1389,2491,859,1871,3912,3,
13990,-367,1078,1704,-765,1381,2494,860,1862,3899,3,
14000,-379,1075,1698,-752,1373,2497,861,1853,3886,3,
14010,-391,1072,1692,-739,1365,2500,862,1844,3873,1,14021
14020,-403,1069,1686,-726,1357,2503,863,1835,3860,1,
14030,-415,1066,1680,-713,1349,2506,864,1826,3847,1,
14040,-427,1063,1674,-700,1341,2509,865,1817,3834,1,
14050,-439,1060,1668,-687,1333,2512,866,1808,3821,1,
14060,-451,1057,1662,-674,1325,2515,867,1799,3808,1,
14070,-463,1054,1656,-661,1317,2518,868,1790,3795,1,
14080,-475,1051,1650,-648,1309,2521,869,1781,3782,1,
14090,-487,1048,1644,-635,1301,2524,870,1772,3769,1,
14100,-499,1045,1638,-622,1293,2527,871,1763,3756,1,
14110,-511,1042,1632,-609,1285,2530,872,1754,3743,1,
14120,-523,1039,1626,-596,1277,2533,873,1745,3730,1,
14130,-535,1036,1620,-583,1269,2536,874,1736,3717,1,
14140,-547,1033,1614,-570,1261,2539,875,1727,3704,1,
14150,-559,1030,1608,-557,1253,2542,876,1718,3691,1,
14160,-571,1027,1602,-544,1245,2545,877,1709,3678,1,
14170,-583,1024,1596,-531,1237,2548,878,1700,3665,1,
14180,-595,1021,1590,-518,1229,2551,879,1691,3652,1,
14190,-607,1018,1584,-505,1221,2554,880,1682,3639,1,
14200,-619,1015,1578,-492,1213,2557,881,1673,3626,1,
14210,-631,1012,1572,-479,1205,2560,882,1664,3613,1,
14220,-643,1009,1566,-466,1197,2563,883,1655,3600,1,
14230,-655,1006,1560,-453,1189,2566,884,1646,3587,1,
14240,-667,1003,1554,-440,1181,2569,885,1637,3574,1,
14250,-679,1000,1548,-427,1173,2572,886,1628,3561,1,
14260,-691,997,1542,-414,1165,2575,887,1619,3548,1,
14270,-703,994,1536,-401,1157,2578,888,1610,3535,1,
14280,-715,991,1530,-388,1149,2581,889,1601,3522,1,
14290,-727,988,1524,-375,1141,2584,890,1592,3509,1,
14300,-739,985,1518,-362,1133,2587,891,1583,3496,1,
14310,-751,982,1512,-349,1125,2590,892,1574,3483,1,
14320,-763,979,1506,-336,1117,2593,893,1565,3470,1,
14330,-775,976,1500,-323,1109,2596,894,1556,3457,1,
14340,-787,973,1494,-310,1101,2599,895,1547,3444,1,
14350,-799,970,1488,-297,1093,2602,896,1538,3431,1,
14360,-811,967,1482,-284,1085,2605,897,1529,3418,1,
14370,-823,964,1476,-271,1077,2608,898,1520,3405,1,
14380,-835,961,1470,-258,1069,2611,899,1511,3392,1,
14390,-847,958,1464,-245,1061,2614,900,1502,3379,1,
14400,-859,955,1458,-232,1053,2617,901,1493,3366,1,
14410,-871,952,1452,-219,1045,2620,902,1484,3353,1,
14420,-883,949,1446,-206,1037,2623,903,1475,3340,1,
14430,-895,946,1440,-193,1029,2626,904,1466,3327,1,
14440,-907,943,1434,-180,1021,2629,905,1457,3314,1,
14450,-919,940,1428,-167,1013,2632,906,1448,3301,1,
14460,-931,937,1422,-154,1005,2635,907,1439,3288,1,
14470,-943,934,1416,-141,997,2638,908,1430,3275,1,
14480,-955,931,1410,-128,989,2641,909,1421,3262,1,
14490,-967,928,1404,-115,981,2644,910,1412,3249,1,
14500,-979,925,1398,-102,973,2647,911,1403,3236,1,
14510,-991,922,1392,-89,965,2650,912,1394,3223,1,
14520,-1003,919,1386,-76,957,2653,913,1385,3210,1,
14530,-1015,916,1380,-63,949,2656,914,1376,3197,1,
14540,-1027,913,1374,-50,941,2659,915,1367,3184,1,
14550,-1039,910,1368,-37,933,2662,916,1358,3171,1,
14560,-1051,907,1362,-24,925,2665,917,1349,3158,1,
14570,-1063,904,1356,-11,917,2668,918,1340,3145,1,
14580,-1075,901,1350,2,909,2671,919,1331,3132,1,
14590,-1087,898,1344,15,901,2674,920,1322,3119,1,
14600,-1099,895,1338,28,893,2677,921,1313,3106,1,
14610,-1111,892,1332,41,885,2680,922,1304,3093,1,
14620,-1123,889,1326,54,877,2683,923,1295,3080,1,
14630,-1135,886,1320,67,869,2686,924,1286,3067,1,
14640,-1147,883,1314,80,861,2689,925,1277,3054,1,
14650,-1159,880,1308,93,853,2692,926,1268,3041,1,
14660,-1171,877,1302,106,845,2695,927,1259,3028,1,
14670,-1183,874,1296,119,837,2698,928,1250,3015,1,
14680,-1195,871,1290,132,829,2701,929,1241,3002,1,
14690,-1207,868,1284,145,821,2704,930,1232,2989,1,
14700,-1219,865,1278,158,813,2707,931,1223,2976,1,
14710,-1231,862,1272,171,805,2710,932,1214,2963,1,
14720,-1243,859,1266,184,797,2713,933,1205,2950,1,
14730,-1255,856,1260,197,789,2716,934,1196,2937,1,
14740,-1267,853,1254,210,781,2719,935,1187,2924,1,
14750,-1279,850,1248,223,773,2722,936,1178,2911,1,
14760,-1291,847,1242,236,765,2725,937,1169,2898,1,
14770,-1303,844,1236,249,757,2728,938,1160,2885,1,
14780,-1315,841,1230,262,749,2731,939,1151,2872,1,
14790,-1327,838,1224,275,741,2734,940,1142,2859,1,
14800,-1339,835,1218,288,733,2737,941,1133,2846,1,
14810,-1351,832,1212,301,725,2740,942,1124,2833,1,
14820,-1363,829,1206,314,717,2743,943,1115,2820,1,
14830,-1375,826,1200,327,709,2746,944,1106,2807,1,
14840,-1387,823,1194,340,701,2749,945,1097,2794,1,
14850,-1399,820,1188,353,693,2752,946,1088,2781,1,
14860,-1411,817,1182,366,685,2755,947,1079,2768,1,
14870,-1423,814,1176,379,677,2758,948,1070,2755,1,
14880,-1444,881,1254,425,707,2800,995,1094,2791,1,
14890,-1444,880,1252,427,715,2793,990,1095,2793,1,
14900,-1444,879,1250,429,723,2786,985,1096,2795,1,
14910,-1444,878,1248,431,731,2779,980,1097,2797,1,
14920,-1444,877,1246,433,739,2772,975,1098,2799,1,
14930,-1444,876,1244,435,747,2765,970,1099,2801,1,
14940,-1444,875,1242,437,755,2758,965,1100,2803,1,
14950,-1444,874,1240,439,763,2751,960,1101,2805,1,
14960,-1444,873,1238,441,771,2744,955,1102,2807,1,
14970,-1444,872,1236,443,779,2737,950,1103,2809,1,
14980,-1444,871,1234,445,787,2730,945,1104,2811,1,
14990,-1444,870,1232,447,795,2723,940,1105,2813,1,
15000,-1444,869,1230,449,803,2716,935,1106,2815,1,
15010,-1444,868,1228,451,811,2709,930,1107,2817,1,
15020,-1444,867,1226,453,819,2702,925,1108,2819,1,
15030,-1444,866,1224,455,827,2695,920,1109,2821,1,
15040,-1444,865,1222,457,835,2688,915,1110,2823,1,
15050,-1444,864,1220,459,843,2681,910,1111,2825,1,
15060,-1444,863,1218,461,851,2674,905,1112,2827,1,
15070,-1444,862,1216,463,859,2667,900,1113,2829,1,
15080,-1444,861,1214,465,867,2660,895,1114,2831,1,
15090,-1444,860,1212,467,875,2653,890,1115,2833,1,
15100,-1444,859,1210,469,883,2646,885,1116,2835,1,
15110,-1444,858,1208,471,891,2639,880,1117,2837,1,
15120,-1444,857,1206,473,899,2632,875,1118,2839,1,
